,name,department,university,avg_rating,num_reviews,take_again_pct,difficulty,rmp_profile_url,rmp_professor_id,error
638,Pushpa Acharya,History,University of Toronto,3.5,2,50,3.0,https://www.ratemyprofessors.com/professor/2325951,2325951,
639,Casey Jao,Mathematics,University of Toronto,3.0,2,0,4.0,https://www.ratemyprofessors.com/professor/2515196,2515196,
640,Olga Kaminer,Business,University of Toronto,3.0,1,0,3.0,https://www.ratemyprofessors.com/professor/2557712,2557712,
641,Richard Derryberry,Mathematics,University of Toronto,1.9,8,25,4.5,https://www.ratemyprofessors.com/professor/2471724,2471724,
642,David Punzalan,Biology,University of Toronto,4.2,5,80,2.2,https://www.ratemyprofessors.com/professor/2336999,2336999,
643,Marco Lettieri,Languages,University of Toronto,5.0,6,100,3.2,https://www.ratemyprofessors.com/professor/2170856,2170856,
644,Steven Osiel,Business,University of Toronto,3.8,6,100,3.7,https://www.ratemyprofessors.com/professor/1871038,1871038,
645,Toniann Pitassi,Computer Science,University of Toronto,2.0,3,34,4.0,https://www.ratemyprofessors.com/professor/2266598,2266598,
646,Andrew Meyertholen,Physics,University of Toronto,4.9,25,100,2.3,https://www.ratemyprofessors.com/professor/2112139,2112139,
647,Robert Robere,Computer Science,University of Toronto,5.0,3,100,3.0,https://www.ratemyprofessors.com/professor/1889996,1889996,
648,Richard Foty,Medicine,University of Toronto,3.0,1,0,3.0,https://www.ratemyprofessors.com/professor/2497484,2497484,
649,Ozgur Esentepe,Mathematics,University of Toronto,4.0,6,67,3.8,https://www.ratemyprofessors.com/professor/2288403,2288403,
650,Robert Jerrard,Mathematics,University of Toronto,3.8,6,80,3.2,https://www.ratemyprofessors.com/professor/2136365,2136365,
651,Caitlin Burton,Psychology,University of Toronto,2.9,9,45,4.2,https://www.ratemyprofessors.com/professor/2182684,2182684,
652,Matteo Brera,Humanities,University of Toronto,5.0,1,100,4.0,https://www.ratemyprofessors.com/professor/2400917,2400917,
653,Xiao Han,Environment,University of Toronto,5.0,1,100,3.0,https://www.ratemyprofessors.com/professor/2281529,2281529,
654,Abdallah Farraj,Computer Science,University of Toronto,5.0,4,100,3.5,https://www.ratemyprofessors.com/professor/2045200,2045200,
655,Kathy Voltan,Humanities,University of Toronto,3.8,4,50,2.3,https://www.ratemyprofessors.com/professor/1451681,1451681,
656,Amanda Sherman,Psychology,University of Toronto,2.2,9,34,4.0,https://www.ratemyprofessors.com/professor/2324261,2324261,
657,Angelina Paolozza,Psychology,University of Toronto,3.7,8,50,3.9,https://www.ratemyprofessors.com/professor/2172101,2172101,
658,Iska Moxon-Emre,Psychology,University of Toronto,4.6,7,86,3.2,https://www.ratemyprofessors.com/professor/2327941,2327941,
659,Travis Ens,Mathematics,University of Toronto,5.0,1,100,4.0,https://www.ratemyprofessors.com/professor/2388675,2388675,
660,Caitlin Hines,Classics,University of Toronto,4.5,2,100,2.5,https://www.ratemyprofessors.com/professor/2244938,2244938,
661,Guillermo Verdecchia,Theater,University of Toronto,2.5,2,50,3.5,https://www.ratemyprofessors.com/professor/2364510,2364510,
662,Jim Cullen,Social Work,University of Toronto,5.0,2,100,2.5,https://www.ratemyprofessors.com/professor/2186856,2186856,
663,Mariana Mota Prado,Law,University of Toronto,3.0,2,0,2.0,https://www.ratemyprofessors.com/professor/1833166,1833166,
664,Shay Fuchs,Mathematics,University of Toronto,5.0,1,100,4.0,https://www.ratemyprofessors.com/professor/2356917,2356917,
665,Chris Damaren,Aerospace Studies,University of Toronto,5.0,1,100,3.0,https://www.ratemyprofessors.com/professor/2344326,2344326,
666,Yona Lunsky,Psychology,University of Toronto,1.0,1,0,5.0,https://www.ratemyprofessors.com/professor/2341625,2341625,
667,Laura Rosella,Statistics,University of Toronto,5.0,2,100,3.0,https://www.ratemyprofessors.com/professor/973659,973659,
668,Patrick Jachyra,Physical Education,University of Toronto,5.0,1,100,2.0,https://www.ratemyprofessors.com/professor/2288660,2288660,
669,Kai Arzheimer,Political Science,University of Toronto,5.0,1,100,3.0,https://www.ratemyprofessors.com/professor/2312253,2312253,
670,Janice Boddy,Anthropology,University of Toronto,3.0,1,100,2.0,https://www.ratemyprofessors.com/professor/2244723,2244723,
671,Jessika Tremblay,Anthropology,University of Toronto,5.0,1,100,3.0,https://www.ratemyprofessors.com/professor/2303098,2303098,
672,Julia Gamble,Anthropology,University of Toronto,4.0,1,100,4.0,https://www.ratemyprofessors.com/professor/2174562,2174562,
673,Anna Kramer,Geography,University of Toronto,1.5,2,0,3.5,https://www.ratemyprofessors.com/professor/2267415,2267415,
674,Nicolas Barrette,Architecture,University of Toronto,5.0,2,100,3.5,https://www.ratemyprofessors.com/professor/2248146,2248146,
675,Lewis Kale,Social Science,University of Toronto,4.0,1,100,3.0,https://www.ratemyprofessors.com/professor/2275804,2275804,
676,Peter Rutherford,Computer Science,University of Toronto,5.0,1,100,3.0,https://www.ratemyprofessors.com/professor/2271866,2271866,
677,Nicole Charles,Women's Studies,University of Toronto,5.0,1,100,4.0,https://www.ratemyprofessors.com/professor/2240328,2240328,
678,Andrew Tilley,Chemistry,University of Toronto,5.0,2,100,3.5,https://www.ratemyprofessors.com/professor/2225174,2225174,
679,David Ruggiero,Engineering,University of Toronto,4.5,2,100,2.5,https://www.ratemyprofessors.com/professor/2216662,2216662,
680,Bryan De Bourbon,Computer Science,University of Toronto,5.0,2,100,3.0,https://www.ratemyprofessors.com/professor/1844700,1844700,
681,Maria Brosius,History,University of Toronto,3.4,4,0,2.8,https://www.ratemyprofessors.com/professor/2066704,2066704,
682,Amir Manbachi,Engineering,University of Toronto,5.0,14,100,2.3,https://www.ratemyprofessors.com/professor/1687728,1687728,
683,Konstantinos Papazoglou,Psychology,University of Toronto,5.0,1,100,4.0,https://www.ratemyprofessors.com/professor/2159783,2159783,
684,Ryan Hall,History,University of Toronto,4.5,3,100,2.3,https://www.ratemyprofessors.com/professor/2094856,2094856,
685,,,,,,,,,,invalid literal for int() with base 10: 'N/A'
686,,,,,,,,,,invalid literal for int() with base 10: 'N/A'
687,,,,,,,,,,invalid literal for int() with base 10: 'N/A'
688,,,,,,,,,,invalid literal for int() with base 10: 'N/A'
689,,,,,,,,,,invalid literal for int() with base 10: 'N/A'
690,,,,,,,,,,invalid literal for int() with base 10: 'N/A'
691,,,,,,,,,,invalid literal for int() with base 10: 'N/A'
692,,,,,,,,,,invalid literal for int() with base 10: 'N/A'
693,,,,,,,,,,invalid literal for int() with base 10: 'N/A'
694,,,,,,,,,,invalid literal for int() with base 10: 'N/A'
695,,,,,,,,,,invalid literal for int() with base 10: 'N/A'
696,,,,,,,,,,invalid literal for int() with base 10: 'N/A'
697,,,,,,,,,,invalid literal for int() with base 10: 'N/A'
698,,,,,,,,,,invalid literal for int() with base 10: 'N/A'
699,,,,,,,,,,invalid literal for int() with base 10: 'N/A'
700,,,,,,,,,,invalid literal for int() with base 10: 'N/A'
701,,,,,,,,,,invalid literal for int() with base 10: 'N/A'
702,,,,,,,,,,invalid literal for int() with base 10: 'N/A'
703,,,,,,,,,,invalid literal for int() with base 10: 'N/A'
704,,,,,,,,,,invalid literal for int() with base 10: 'N/A'
705,,,,,,,,,,invalid literal for int() with base 10: 'N/A'
706,,,,,,,,,,invalid literal for int() with base 10: 'N/A'
707,,,,,,,,,,invalid literal for int() with base 10: 'N/A'
708,,,,,,,,,,invalid literal for int() with base 10: 'N/A'
709,,,,,,,,,,invalid literal for int() with base 10: 'N/A'
710,,,,,,,,,,invalid literal for int() with base 10: 'N/A'
711,,,,,,,,,,invalid literal for int() with base 10: 'N/A'
712,,,,,,,,,,invalid literal for int() with base 10: 'N/A'
713,,,,,,,,,,invalid literal for int() with base 10: 'N/A'
714,,,,,,,,,,invalid literal for int() with base 10: 'N/A'
715,,,,,,,,,,invalid literal for int() with base 10: 'N/A'
